,sample,energy,num_occurrences,chain_break_fraction
86,"{3: 0, 4: 1, '3*4': 0, 0: 1, 2: 1, '0*2': 1, 1: 0, '1*2': 0, '1*0*2': 0, 5: 1, '0*5': 0, '0*3': 0}",-9.871000000000006,5,0.0
87,"{3: 0, 4: 1, '3*4': 0, 0: 1, 2: 1, '0*2': 1, 1: 1, '1*2': 1, '1*0*2': 1, 5: 1, '0*5': 0, '0*3': 0}",-9.871000000000006,3,0.0
88,"{3: 1, 4: 0, '3*4': 1, 0: 1, 2: 1, '0*2': 0, 1: 1, '1*2': 1, '1*0*2': 0, 5: 0, '0*5': 0, '0*3': 1}",-8.196000000000009,1,0.0
89,"{3: 1, 4: 1, '3*4': 1, 0: 1, 2: 1, '0*2': 0, 1: 1, '1*2': 1, '1*0*2': 0, 5: 1, '0*5': 1, '0*3': 0}",-8.171000000000006,1,0.0
90,"{3: 1, 4: 0, '3*4': 0, 0: 1, 2: 1, '0*2': 1, 1: 0, '1*2': 0, '1*0*2': 0, 5: 1, '0*5': 0, '0*3': 1}",-8.096000000000004,2,0.0
91,"{3: 1, 4: 0, '3*4': 0, 0: 1, 2: 1, '0*2': 1, 1: 0, '1*2': 1, '1*0*2': 0, 5: 0, '0*5': 0, '0*3': 1}",-8.096000000000004,1,0.0
92,"{3: 1, 4: 0, '3*4': 0, 0: 1, 2: 1, '0*2': 1, 1: 0, '1*2': 0, '1*0*2': 0, 5: 0, '0*5': 0, '0*3': 0}",-8.096000000000004,2,0.0
93,"{3: 1, 4: 0, '3*4': 0, 0: 1, 2: 0, '0*2': 0, 1: 0, '1*2': 0, '1*0*2': 0, 5: 0, '0*5': 0, '0*3': 0}",-8.096000000000004,1,0.0
94,"{3: 1, 4: 0, '3*4': 0, 0: 1, 2: 0, '0*2': 1, 1: 0, '1*2': 0, '1*0*2': 0, 5: 0, '0*5': 0, '0*3': 1}",-8.096000000000004,2,0.0
95,"{3: 1, 4: 0, '3*4': 0, 0: 1, 2: 0, '0*2': 0, 1: 0, '1*2': 0, '1*0*2': 0, 5: 1, '0*5': 1, '0*3': 0}",-8.096000000000004,2,0.0
96,"{3: 1, 4: 0, '3*4': 0, 0: 1, 2: 1, '0*2': 1, 1: 0, '1*2': 0, '1*0*2': 1, 5: 0, '0*5': 0, '0*3': 1}",-8.096000000000004,2,0.0
97,"{3: 1, 4: 1, '3*4': 1, 0: 1, 2: 0, '0*2': 1, 1: 0, '1*2': 0, '1*0*2': 0, 5: 1, '0*5': 1, '0*3': 1}",-8.096000000000004,2,0.0
98,"{3: 1, 4: 0, '3*4': 0, 0: 1, 2: 1, '0*2': 0, 1: 0, '1*2': 0, '1*0*2': 0, 5: 0, '0*5': 0, '0*3': 1}",-8.096000000000004,1,0.0
99,"{3: 1, 4: 1, '3*4': 1, 0: 1, 2: 0, '0*2': 0, 1: 0, '1*2': 0, '1*0*2': 0, 5: 1, '0*5': 0, '0*3': 1}",-8.096000000000004,1,0.0
100,"{3: 0, 4: 0, '3*4': 0, 0: 1, 2: 0, '0*2': 0, 1: 0, '1*2': 0, '1*0*2': 0, 5: 0, '0*5': 1, '0*3': 0}",-8.021000000000004,1,0.0
101,"{3: 1, 4: 0, '3*4': 0, 0: 1, 2: 0, '0*2': 0, 1: 1, '1*2': 1, '1*0*2': 0, 5: 0, '0*5': 0, '0*3': 1}",-8.021000000000004,1,0.0
102,"{3: 0, 4: 0, '3*4': 0, 0: 1, 2: 0, '0*2': 0, 1: 1, '1*2': 0, '1*0*2': 0, 5: 0, '0*5': 1, '0*3': 0}",-8.021,1,0.0
103,"{3: 0, 4: 0, '3*4': 0, 0: 1, 2: 1, '0*2': 1, 1: 1, '1*2': 0, '1*0*2': 1, 5: 0, '0*5': 0, '0*3': 0}",-8.021,1,0.0
104,"{3: 0, 4: 0, '3*4': 0, 0: 1, 2: 1, '0*2': 1, 1: 0, '1*2': 0, '1*0*2': 0, 5: 0, '0*5': 0, '0*3': 1}",-8.021000000000004,2,0.0
105,"{3: 0, 4: 0, '3*4': 0, 0: 1, 2: 0, '0*2': 1, 1: 0, '1*2': 0, '1*0*2': 0, 5: 0, '0*5': 0, '0*3': 0}",-8.021000000000004,3,0.0
106,"{3: 1, 4: 1, '3*4': 1, 0: 1, 2: 1, '0*2': 1, 1: 0, '1*2': 0, '1*0*2': 0, 5: 1, '0*5': 0, '0*3': 1}",-8.021000000000004,1,0.0
107,"{3: 0, 4: 0, '3*4': 0, 0: 1, 2: 0, '0*2': 0, 1: 1, '1*2': 0, '1*0*2': 0, 5: 1, '0*5': 0, '0*3': 0}",-8.021,2,0.0
108,"{3: 0, 4: 0, '3*4': 0, 0: 1, 2: 1, '0*2': 1, 1: 0, '1*2': 0, '1*0*2': 0, 5: 1, '0*5': 0, '0*3': 0}",-8.021000000000004,1,0.0
109,"{3: 1, 4: 0, '3*4': 0, 0: 1, 2: 0, '0*2': 0, 1: 1, '1*2': 0, '1*0*2': 1, 5: 0, '0*5': 0, '0*3': 1}",-8.021000000000004,3,0.0
110,"{3: 1, 4: 1, '3*4': 1, 0: 1, 2: 0, '0*2': 0, 1: 1, '1*2': 0, '1*0*2': 0, 5: 1, '0*5': 0, '0*3': 1}",-8.021000000000004,1,0.0
111,"{3: 0, 4: 0, '3*4': 0, 0: 1, 2: 1, '0*2': 1, 1: 0, '1*2': 0, '1*0*2': 1, 5: 0, '0*5': 0, '0*3': 0}",-8.021000000000004,3,0.0
112,"{3: 1, 4: 0, '3*4': 0, 0: 1, 2: 1, '0*2': 1, 1: 1, '1*2': 0, '1*0*2': 1, 5: 0, '0*5': 0, '0*3': 1}",-8.021000000000004,3,0.0
113,"{3: 0, 4: 0, '3*4': 0, 0: 1, 2: 0, '0*2': 0, 1: 1, '1*2': 0, '1*0*2': 1, 5: 0, '0*5': 0, '0*3': 0}",-8.021,2,0.0
114,"{3: 0, 4: 0, '3*4': 0, 0: 1, 2: 1, '0*2': 1, 1: 1, '1*2': 1, '1*0*2': 1, 5: 1, '0*5': 0, '0*3': 0}",-8.021,1,0.0
115,"{3: 1, 4: 1, '3*4': 1, 0: 1, 2: 1, '0*2': 1, 1: 0, '1*2': 0, '1*0*2': 0, 5: 0, '0*5': 1, '0*3': 1}",-8.021000000000004,1,0.0
116,"{3: 0, 4: 0, '3*4': 0, 0: 1, 2: 1, '0*2': 1, 1: 0, '1*2': 1, '1*0*2': 0, 5: 0, '0*5': 0, '0*3': 0}",-8.021000000000004,7,0.0
117,"{3: 1, 4: 0, '3*4': 0, 0: 1, 2: 1, '0*2': 1, 1: 1, '1*2': 1, '1*0*2': 1, 5: 0, '0*5': 1, '0*3': 1}",-8.021000000000004,1,0.0
118,"{3: 1, 4: 1, '3*4': 1, 0: 1, 2: 0, '0*2': 0, 1: 1, '1*2': 0, '1*0*2': 0, 5: 0, '0*5': 1, '0*3': 1}",-8.021000000000004,2,0.0
119,"{3: 1, 4: 1, '3*4': 1, 0: 1, 2: 1, '0*2': 0, 1: 0, '1*2': 0, '1*0*2': 0, 5: 1, '0*5': 1, '0*3': 1}",-8.021,1,0.0
120,"{3: 0, 4: 0, '3*4': 0, 0: 1, 2: 0, '0*2': 0, 1: 1, '1*2': 1, '1*0*2': 0, 5: 0, '0*5': 0, '0*3': 0}",-8.021,1,0.0
121,"{3: 1, 4: 0, '3*4': 0, 0: 1, 2: 1, '0*2': 1, 1: 1, '1*2': 1, '1*0*2': 0, 5: 0, '0*5': 0, '0*3': 1}",-8.021000000000004,2,0.0
122,"{3: 0, 4: 1, '3*4': 0, 0: 1, 2: 0, '0*2': 0, 1: 1, '1*2': 1, '1*0*2': 0, 5: 0, '0*5': 0, '0*3': 0}",-8.021,2,0.0
123,"{3: 0, 4: 1, '3*4': 0, 0: 1, 2: 1, '0*2': 1, 1: 1, '1*2': 1, '1*0*2': 0, 5: 0, '0*5': 0, '0*3': 0}",-7.946000000000005,2,0.0
124,"{3: 0, 4: 1, '3*4': 0, 0: 1, 2: 0, '0*2': 1, 1: 0, '1*2': 0, '1*0*2': 0, 5: 1, '0*5': 1, '0*3': 0}",-7.946000000000005,4,0.0
125,"{3: 0, 4: 1, '3*4': 0, 0: 1, 2: 1, '0*2': 1, 1: 0, '1*2': 0, '1*0*2': 1, 5: 0, '0*5': 0, '0*3': 0}",-7.946000000000005,2,0.0
126,"{3: 0, 4: 1, '3*4': 0, 0: 1, 2: 1, '0*2': 1, 1: 1, '1*2': 0, '1*0*2': 1, 5: 0, '0*5': 0, '0*3': 0}",-7.946000000000005,2,0.0
127,"{3: 0, 4: 1, '3*4': 0, 0: 1, 2: 0, '0*2': 0, 1: 0, '1*2': 0, '1*0*2': 0, 5: 1, '0*5': 1, '0*3': 1}",-7.946000000000005,1,0.0
128,"{3: 0, 4: 1, '3*4': 0, 0: 1, 2: 1, '0*2': 1, 1: 0, '1*2': 1, '1*0*2': 0, 5: 0, '0*5': 0, '0*3': 0}",-7.946000000000005,3,0.0
129,"{3: 1, 4: 1, '3*4': 1, 0: 1, 2: 1, '0*2': 1, 1: 1, '1*2': 1, '1*0*2': 1, 5: 1, '0*5': 0, '0*3': 1}",-7.871000000000002,1,0.0
130,"{3: 0, 4: 1, '3*4': 0, 0: 1, 2: 1, '0*2': 1, 1: 0, '1*2': 0, '1*0*2': 0, 5: 1, '0*5': 1, '0*3': 1}",-7.871000000000006,1,0.0
131,"{3: 1, 4: 1, '3*4': 1, 0: 1, 2: 1, '0*2': 1, 1: 1, '1*2': 1, '1*0*2': 1, 5: 0, '0*5': 1, '0*3': 1}",-7.871000000000002,2,0.0
